date,store,sku,category,units_sold,inventory_on_hand,price,pred_lag_7_baseline,pred_ridge_regression,pred_random_forest,pred_gradient_boosting,best_model,forecast_units
2025-03-10,Hartford,SKU-1002,Grocery,115,388,7.99,144.0,132.68,123.7,126.08,gradient_boosting,126.08
2025-03-11,Hartford,SKU-1002,Grocery,97,287,7.9,127.0,155.64,164.23,154.8,gradient_boosting,154.8
2025-03-12,Hartford,SKU-1002,Grocery,112,150,8.62,117.0,136.1,118.91,122.28,gradient_boosting,122.28
2025-03-13,Hartford,SKU-1002,Grocery,170,419,8.6,143.0,143.08,130.71,122.64,gradient_boosting,122.64
2025-03-14,Hartford,SKU-1002,Grocery,149,643,8.4,163.0,148.6,164.81,159.22,gradient_boosting,159.22
2025-03-15,Hartford,SKU-1002,Grocery,119,361,8.33,167.0,169.04,166.81,173.84,gradient_boosting,173.84
2025-03-16,Hartford,SKU-1002,Grocery,155,372,8.39,183.0,145.18,157.0,149.98,gradient_boosting,149.98
2025-03-17,Hartford,SKU-1002,Grocery,117,349,8.24,115.0,131.84,124.17,129.54,gradient_boosting,129.54
2025-03-18,Hartford,SKU-1002,Grocery,114,77,7.76,97.0,150.43,163.92,151.83,gradient_boosting,151.83
2025-03-19,Hartford,SKU-1002,Grocery,127,598,8.54,112.0,124.09,118.86,118.14,gradient_boosting,118.14
2025-03-20,Hartford,SKU-1002,Grocery,160,29,8.69,170.0,149.75,117.93,120.16,gradient_boosting,120.16
2025-03-21,Hartford,SKU-1002,Grocery,155,469,8.28,149.0,145.3,160.02,157.99,gradient_boosting,157.99
2025-03-22,Hartford,SKU-1002,Grocery,149,455,8.63,119.0,144.89,161.02,156.82,gradient_boosting,156.82
2025-03-23,Hartford,SKU-1002,Grocery,149,108,8.54,155.0,159.49,150.93,151.05,gradient_boosting,151.05
2025-03-24,Hartford,SKU-1002,Grocery,122,426,8.56,117.0,125.01,123.93,122.61,gradient_boosting,122.61
2025-03-25,Hartford,SKU-1002,Grocery,112,445,8.42,114.0,122.78,123.13,121.95,gradient_boosting,121.95
2025-03-26,Hartford,SKU-1002,Grocery,102,434,8.73,127.0,128.02,120.57,122.88,gradient_boosting,122.88
2025-03-27,Hartford,SKU-1002,Grocery,143,436,7.56,160.0,160.92,158.15,147.22,gradient_boosting,147.22
2025-03-28,Hartford,SKU-1002,Grocery,198,371,8.43,155.0,140.68,152.39,151.42,gradient_boosting,151.42
2025-03-29,Hartford,SKU-1002,Grocery,187,388,8.28,149.0,139.8,153.46,150.41,gradient_boosting,150.41
2025-03-30,Hartford,SKU-1002,Grocery,177,297,8.45,149.0,146.44,137.67,146.47,gradient_boosting,146.47
2025-03-31,Hartford,SKU-1002,Grocery,157,536,8.48,122.0,124.55,125.26,121.9,gradient_boosting,121.9
2025-04-01,Hartford,SKU-1002,Grocery,153,432,7.72,112.0,142.16,162.63,157.93,gradient_boosting,157.93
2025-04-02,Hartford,SKU-1002,Grocery,137,318,8.62,102.0,130.81,122.75,126.8,gradient_boosting,126.8
2025-04-03,Hartford,SKU-1002,Grocery,124,273,8.76,143.0,148.45,127.23,128.51,gradient_boosting,128.51
2025-04-04,Hartford,SKU-1002,Grocery,133,460,8.49,198.0,150.77,155.76,158.34,gradient_boosting,158.34
2025-04-05,Hartford,SKU-1002,Grocery,116,256,8.51,187.0,152.89,151.46,154.71,gradient_boosting,154.71
2025-04-06,Hartford,SKU-1002,Grocery,157,214,8.24,177.0,152.75,148.92,153.55,gradient_boosting,153.55
2025-04-07,Hartford,SKU-1002,Grocery,148,509,8.21,157.0,126.77,116.2,123.0,gradient_boosting,123.0
2025-04-08,Hartford,SKU-1002,Grocery,106,431,8.62,153.0,127.42,111.97,118.66,gradient_boosting,118.66
2025-04-09,Hartford,SKU-1002,Grocery,131,427,8.64,137.0,124.23,112.73,118.73,gradient_boosting,118.73
2025-04-10,Hartford,SKU-1002,Grocery,161,227,8.71,124.0,135.98,118.94,118.91,gradient_boosting,118.91
2025-04-11,Hartford,SKU-1002,Grocery,134,432,8.42,133.0,145.27,150.8,151.48,gradient_boosting,151.48
2025-04-12,Hartford,SKU-1002,Grocery,168,302,8.68,116.0,147.5,152.66,150.76,gradient_boosting,150.76
2025-04-13,Hartford,SKU-1002,Grocery,200,320,8.51,157.0,152.86,141.1,151.92,gradient_boosting,151.92
2025-04-14,Hartford,SKU-1002,Grocery,136,334,8.49,148.0,139.26,119.51,120.97,gradient_boosting,120.97
2025-04-15,Hartford,SKU-1002,Grocery,107,300,8.7,106.0,135.02,113.26,121.86,gradient_boosting,121.86
2025-04-16,Hartford,SKU-1002,Grocery,110,539,8.34,131.0,132.37,120.57,120.89,gradient_boosting,120.89
2025-04-17,Hartford,SKU-1002,Grocery,106,567,8.68,161.0,132.8,110.48,117.61,gradient_boosting,117.61
2025-04-18,Hartford,SKU-1002,Grocery,142,481,8.69,134.0,132.29,139.1,146.18,gradient_boosting,146.18
2025-04-19,Hartford,SKU-1002,Grocery,133,464,8.51,168.0,138.5,143.62,150.07,gradient_boosting,150.07
2025-04-20,Hartford,SKU-1002,Grocery,194,451,7.59,200.0,166.16,177.09,176.78,gradient_boosting,176.78
2025-04-21,Hartford,SKU-1002,Grocery,122,527,8.51,136.0,128.46,121.55,122.76,gradient_boosting,122.76
2025-04-22,Hartford,SKU-1002,Grocery,118,498,8.5,107.0,120.39,126.95,123.11,gradient_boosting,123.11
2025-04-23,Hartford,SKU-1002,Grocery,101,585,8.79,110.0,123.99,118.97,117.76,gradient_boosting,117.76
2025-04-24,Hartford,SKU-1002,Grocery,104,548,8.43,106.0,132.12,122.37,121.9,gradient_boosting,121.9
2025-04-25,Hartford,SKU-1002,Grocery,133,407,8.39,142.0,135.85,156.15,150.41,gradient_boosting,150.41
2025-04-26,Hartford,SKU-1002,Grocery,191,575,8.38,133.0,138.27,142.1,151.02,gradient_boosting,151.02
2025-04-27,Hartford,SKU-1002,Grocery,165,28,8.37,194.0,166.07,158.15,159.91,gradient_boosting,159.91
2025-04-28,Hartford,SKU-1002,Grocery,155,384,8.35,122.0,126.83,123.88,123.71,gradient_boosting,123.71
2025-04-29,Hartford,SKU-1002,Grocery,126,389,8.52,118.0,122.0,116.06,119.63,gradient_boosting,119.63
2025-04-30,Hartford,SKU-1002,Grocery,156,345,8.3,101.0,123.93,120.89,123.37,gradient_boosting,123.37
2025-03-02,Hartford,SKU-2001,Health,59,170,12.84,63.0,60.33,60.26,58.93,gradient_boosting,58.93
2025-03-03,Hartford,SKU-2001,Health,58,156,12.78,46.0,45.42,47.44,47.27,gradient_boosting,47.27
2025-03-04,Hartford,SKU-2001,Health,35,366,12.98,47.0,47.28,47.43,47.92,gradient_boosting,47.92
2025-03-05,Hartford,SKU-2001,Health,52,278,13.35,48.0,49.0,47.66,47.61,gradient_boosting,47.61
2025-03-06,Hartford,SKU-2001,Health,49,95,13.14,48.0,53.76,48.93,47.27,gradient_boosting,47.27
2025-03-07,Hartford,SKU-2001,Health,49,320,12.89,56.0,56.02,56.05,58.33,gradient_boosting,58.33
2025-03-08,Hartford,SKU-2001,Health,53,216,12.69,71.0,57.96,59.07,58.93,gradient_boosting,58.93
2025-03-09,Hartford,SKU-2001,Health,46,128,12.83,59.0,60.79,59.99,56.8,gradient_boosting,56.8
2025-03-10,Hartford,SKU-2001,Health,50,233,12.7,58.0,44.36,46.4,46.31,gradient_boosting,46.31
2025-03-11,Hartford,SKU-2001,Health,44,114,12.93,35.0,46.18,46.77,46.06,gradient_boosting,46.06
2025-03-12,Hartford,SKU-2001,Health,43,231,12.68,52.0,47.27,46.84,46.31,gradient_boosting,46.31
2025-03-13,Hartford,SKU-2001,Health,48,215,13.09,49.0,48.5,45.53,46.31,gradient_boosting,46.31
2025-03-14,Hartford,SKU-2001,Health,66,168,12.63,49.0,54.01,59.98,56.8,gradient_boosting,56.8
2025-03-15,Hartford,SKU-2001,Health,72,107,12.7,53.0,60.51,57.63,56.8,gradient_boosting,56.8
2025-03-16,Hartford,SKU-2001,Health,45,285,12.98,46.0,55.7,58.86,57.68,gradient_boosting,57.68
2025-03-17,Hartford,SKU-2001,Health,41,165,12.8,50.0,47.98,47.18,46.66,gradient_boosting,46.66
2025-03-18,Hartford,SKU-2001,Health,41,286,12.99,44.0,42.33,45.1,45.64,gradient_boosting,45.64
2025-03-19,Hartford,SKU-2001,Health,53,371,13.11,43.0,44.78,46.03,46.41,gradient_boosting,46.41
2025-03-20,Hartford,SKU-2001,Health,41,113,13.02,48.0,51.97,48.12,46.66,gradient_boosting,46.66
2025-03-21,Hartford,SKU-2001,Health,82,222,13.18,66.0,53.58,57.79,58.05,gradient_boosting,58.05
2025-03-22,Hartford,SKU-2001,Health,53,226,12.85,72.0,57.33,57.1,57.86,gradient_boosting,57.86
2025-03-23,Hartford,SKU-2001,Health,60,232,12.8,45.0,55.0,58.54,56.13,gradient_boosting,56.13
2025-03-24,Hartford,SKU-2001,Health,53,253,13.1,41.0,43.79,47.77,46.41,gradient_boosting,46.41
2025-03-25,Hartford,SKU-2001,Health,60,340,13.02,41.0,42.98,47.41,46.34,gradient_boosting,46.34
2025-03-26,Hartford,SKU-2001,Health,61,334,13.02,53.0,45.53,48.18,46.74,gradient_boosting,46.74
2025-03-27,Hartford,SKU-2001,Health,41,196,12.73,41.0,51.21,48.21,47.56,gradient_boosting,47.56
2025-03-28,Hartford,SKU-2001,Health,63,181,12.92,82.0,60.74,57.89,61.26,gradient_boosting,61.26
2025-03-29,Hartford,SKU-2001,Health,64,311,13.13,53.0,60.07,53.52,59.14,gradient_boosting,59.14
2025-03-30,Hartford,SKU-2001,Health,76,219,13.43,60.0,57.29,60.95,59.16,gradient_boosting,59.16
2025-03-31,Hartford,SKU-2001,Health,90,260,11.49,53.0,61.09,64.27,61.28,gradient_boosting,61.28
2025-04-01,Hartford,SKU-2001,Health,52,392,13.13,60.0,43.71,52.22,48.37,gradient_boosting,48.37
2025-04-02,Hartford,SKU-2001,Health,69,235,13.15,61.0,53.6,51.06,50.01,gradient_boosting,50.01
2025-04-03,Hartford,SKU-2001,Health,39,17,12.78,41.0,54.37,50.27,47.85,gradient_boosting,47.85
2025-04-04,Hartford,SKU-2001,Health,53,292,12.88,63.0,62.01,65.52,61.66,gradient_boosting,61.66
2025-04-05,Hartford,SKU-2001,Health,80,415,13.33,64.0,55.75,65.51,61.47,gradient_boosting,61.47
2025-04-06,Hartford,SKU-2001,Health,84,279,11.31,76.0,80.73,77.63,74.96,gradient_boosting,74.96
2025-04-07,Hartford,SKU-2001,Health,55,232,13.35,90.0,53.56,49.32,52.15,gradient_boosting,52.15
2025-04-08,Hartford,SKU-2001,Health,49,231,13.03,52.0,52.79,53.45,52.68,gradient_boosting,52.68
2025-04-09,Hartford,SKU-2001,Health,61,51,12.37,69.0,61.36,52.97,55.83,gradient_boosting,55.83
2025-04-10,Hartford,SKU-2001,Health,61,313,12.73,39.0,49.57,52.23,52.27,gradient_boosting,52.27
2025-04-11,Hartford,SKU-2001,Health,69,368,12.83,53.0,56.24,65.47,64.2,gradient_boosting,64.2
2025-04-12,Hartford,SKU-2001,Health,66,196,12.67,80.0,67.02,69.19,65.45,gradient_boosting,65.45
2025-04-13,Hartford,SKU-2001,Health,80,84,13.03,84.0,71.57,64.39,66.2,gradient_boosting,66.2
2025-04-14,Hartford,SKU-2001,Health,45,352,12.67,55.0,56.14,51.54,52.87,gradient_boosting,52.87
2025-04-15,Hartford,SKU-2001,Health,45,347,12.5,49.0,48.89,54.25,52.87,gradient_boosting,52.87
2025-04-16,Hartford,SKU-2001,Health,64,279,13.19,61.0,57.92,50.8,54.13,gradient_boosting,54.13
2025-04-17,Hartford,SKU-2001,Health,46,325,12.98,61.0,53.29,56.65,53.43,gradient_boosting,53.43
2025-04-18,Hartford,SKU-2001,Health,69,201,12.76,69.0,59.8,64.46,65.45,gradient_boosting,65.45
2025-04-19,Hartford,SKU-2001,Health,74,168,11.75,66.0,84.59,83.3,78.75,gradient_boosting,78.75
2025-04-20,Hartford,SKU-2001,Health,59,309,13.13,80.0,67.86,63.17,64.94,gradient_boosting,64.94
2025-04-21,Hartford,SKU-2001,Health,45,220,11.49,45.0,65.08,61.86,63.95,gradient_boosting,63.95
2025-04-22,Hartford,SKU-2001,Health,65,312,12.68,45.0,47.42,50.92,52.04,gradient_boosting,52.04
2025-04-23,Hartford,SKU-2001,Health,49,265,13.18,64.0,55.77,52.08,54.06,gradient_boosting,54.06
2025-04-24,Hartford,SKU-2001,Health,45,196,13.0,46.0,57.14,55.04,52.87,gradient_boosting,52.87
2025-04-25,Hartford,SKU-2001,Health,76,154,13.1,69.0,63.11,65.41,65.27,gradient_boosting,65.27
2025-04-26,Hartford,SKU-2001,Health,66,168,13.08,74.0,65.2,65.1,64.93,gradient_boosting,64.93
2025-04-27,Hartford,SKU-2001,Health,98,227,11.47,59.0,83.72,85.03,77.81,gradient_boosting,77.81
2025-04-28,Hartford,SKU-2001,Health,46,160,13.17,45.0,49.23,53.54,53.46,gradient_boosting,53.46
2025-04-29,Hartford,SKU-2001,Health,56,173,12.9,65.0,54.84,56.31,53.77,gradient_boosting,53.77
2025-04-30,Hartford,SKU-2001,Health,55,318,13.02,49.0,54.12,53.46,52.87,gradient_boosting,52.87
2025-03-02,Hartford,SKU-2002,Health,64,25,18.95,56.0,51.66,47.51,44.7,gradient_boosting,44.7
2025-03-03,Hartford,SKU-2002,Health,37,174,18.79,33.0,32.87,37.86,37.03,gradient_boosting,37.03
2025-03-04,Hartford,SKU-2002,Health,42,135,19.3,32.0,36.29,38.19,37.94,gradient_boosting,37.94
2025-03-05,Hartford,SKU-2002,Health,49,141,18.96,51.0,40.56,37.58,38.18,gradient_boosting,38.18
2025-03-06,Hartford,SKU-2002,Health,27,211,18.62,43.0,38.95,36.86,38.49,gradient_boosting,38.49
2025-03-07,Hartford,SKU-2002,Health,64,136,16.21,45.0,58.5,62.18,53.12,gradient_boosting,53.12
2025-03-08,Hartford,SKU-2002,Health,56,197,18.76,58.0,48.68,47.75,46.72,gradient_boosting,46.72
2025-03-09,Hartford,SKU-2002,Health,48,14,19.25,64.0,56.61,47.24,48.48,gradient_boosting,48.48
2025-03-10,Hartford,SKU-2002,Health,39,209,18.84,37.0,33.42,37.22,37.03,gradient_boosting,37.03
2025-03-11,Hartford,SKU-2002,Health,44,161,18.66,42.0,36.39,38.18,37.03,gradient_boosting,37.03
2025-03-12,Hartford,SKU-2002,Health,44,135,18.66,49.0,42.37,37.63,38.82,gradient_boosting,38.82
2025-03-13,Hartford,SKU-2002,Health,41,218,19.06,27.0,39.08,39.81,39.08,gradient_boosting,39.08
2025-03-14,Hartford,SKU-2002,Health,49,147,18.51,64.0,48.16,49.59,50.01,gradient_boosting,50.01
2025-03-15,Hartford,SKU-2002,Health,52,194,19.05,56.0,50.72,51.22,48.41,gradient_boosting,48.41
2025-03-16,Hartford,SKU-2002,Health,66,150,18.39,48.0,53.45,50.57,49.28,gradient_boosting,49.28
2025-03-17,Hartford,SKU-2002,Health,41,163,18.95,39.0,35.35,40.08,40.31,gradient_boosting,40.31
2025-03-18,Hartford,SKU-2002,Health,33,101,18.96,44.0,42.84,42.31,41.04,gradient_boosting,41.04
2025-03-19,Hartford,SKU-2002,Health,42,161,18.77,44.0,41.94,40.52,40.37,gradient_boosting,40.37
2025-03-20,Hartford,SKU-2002,Health,40,127,16.85,41.0,57.37,47.86,44.68,gradient_boosting,44.68
2025-03-21,Hartford,SKU-2002,Health,56,119,19.2,49.0,50.42,51.82,48.96,gradient_boosting,48.96
2025-03-22,Hartford,SKU-2002,Health,62,133,19.09,52.0,53.58,50.67,50.17,gradient_boosting,50.17
2025-03-23,Hartford,SKU-2002,Health,49,179,19.17,66.0,54.35,49.75,51.07,gradient_boosting,51.07
2025-03-24,Hartford,SKU-2002,Health,40,184,18.41,41.0,37.12,40.94,40.7,gradient_boosting,40.7
2025-03-25,Hartford,SKU-2002,Health,54,124,16.84,33.0,54.54,46.32,47.55,gradient_boosting,47.55
2025-03-26,Hartford,SKU-2002,Health,27,134,18.6,42.0,40.8,43.7,42.49,gradient_boosting,42.49
2025-03-27,Hartford,SKU-2002,Health,46,183,18.73,40.0,42.0,40.78,40.56,gradient_boosting,40.56
2025-03-28,Hartford,SKU-2002,Health,44,192,18.86,56.0,47.62,52.25,50.17,gradient_boosting,50.17
2025-03-29,Hartford,SKU-2002,Health,75,140,17.32,62.0,69.28,62.01,60.81,gradient_boosting,60.81
2025-03-30,Hartford,SKU-2002,Health,63,166,16.95,49.0,68.94,60.85,62.77,gradient_boosting,62.77
2025-03-31,Hartford,SKU-2002,Health,43,124,18.94,40.0,39.16,42.51,42.57,gradient_boosting,42.57
2025-04-01,Hartford,SKU-2002,Health,40,228,19.21,54.0,39.73,42.53,42.09,gradient_boosting,42.09
2025-04-02,Hartford,SKU-2002,Health,40,213,17.33,27.0,54.59,48.28,49.7,gradient_boosting,49.7
2025-04-03,Hartford,SKU-2002,Health,40,190,19.4,46.0,42.67,40.39,41.13,gradient_boosting,41.13
2025-04-04,Hartford,SKU-2002,Health,54,84,18.99,44.0,50.44,51.26,51.54,gradient_boosting,51.54
2025-04-05,Hartford,SKU-2002,Health,70,149,18.8,75.0,55.06,50.43,51.09,gradient_boosting,51.09
2025-04-06,Hartford,SKU-2002,Health,37,250,18.55,63.0,52.46,49.55,53.11,gradient_boosting,53.11
2025-04-07,Hartford,SKU-2002,Health,27,234,18.86,43.0,34.67,40.42,41.92,gradient_boosting,41.92
2025-04-08,Hartford,SKU-2002,Health,31,251,18.81,40.0,38.72,39.79,40.58,gradient_boosting,40.58
2025-04-09,Hartford,SKU-2002,Health,44,128,17.24,40.0,55.97,44.76,45.03,gradient_boosting,45.03
2025-04-10,Hartford,SKU-2002,Health,36,101,19.22,40.0,43.28,40.58,40.05,gradient_boosting,40.05
2025-04-11,Hartford,SKU-2002,Health,47,188,18.84,54.0,46.09,51.4,49.28,gradient_boosting,49.28
2025-04-12,Hartford,SKU-2002,Health,47,182,19.23,70.0,56.13,53.1,50.88,gradient_boosting,50.88
2025-04-13,Hartford,SKU-2002,Health,51,197,18.83,37.0,50.55,51.81,48.12,gradient_boosting,48.12
2025-04-14,Hartford,SKU-2002,Health,37,273,19.46,27.0,33.27,41.08,37.9,gradient_boosting,37.9
2025-04-15,Hartford,SKU-2002,Health,27,107,18.42,31.0,38.11,40.67,39.47,gradient_boosting,39.47
2025-04-16,Hartford,SKU-2002,Health,47,169,18.82,44.0,40.96,40.37,39.1,gradient_boosting,39.1
2025-04-17,Hartford,SKU-2002,Health,44,176,18.85,36.0,40.88,39.09,40.21,gradient_boosting,40.21
2025-04-18,Hartford,SKU-2002,Health,57,246,19.14,47.0,45.73,51.28,48.57,gradient_boosting,48.57
2025-04-19,Hartford,SKU-2002,Health,60,139,18.9,47.0,55.39,51.16,48.57,gradient_boosting,48.57
2025-04-20,Hartford,SKU-2002,Health,55,223,19.07,51.0,48.15,50.52,47.8,gradient_boosting,47.8
2025-04-21,Hartford,SKU-2002,Health,37,201,18.93,37.0,33.67,38.92,38.44,gradient_boosting,38.44
2025-04-22,Hartford,SKU-2002,Health,33,216,18.79,27.0,34.84,40.8,37.77,gradient_boosting,37.77
2025-04-23,Hartford,SKU-2002,Health,36,155,19.69,47.0,41.9,38.35,41.04,gradient_boosting,41.04
2025-04-24,Hartford,SKU-2002,Health,32,279,19.21,44.0,37.98,36.54,39.46,gradient_boosting,39.46
2025-04-25,Hartford,SKU-2002,Health,41,211,19.16,57.0,45.95,50.18,48.22,gradient_boosting,48.22
2025-04-26,Hartford,SKU-2002,Health,58,194,19.11,60.0,49.53,49.49,49.47,gradient_boosting,49.47
2025-04-27,Hartford,SKU-2002,Health,59,99,18.71,55.0,51.73,48.76,48.41,gradient_boosting,48.41
2025-04-28,Hartford,SKU-2002,Health,40,255,18.86,37.0,34.37,39.81,39.86,gradient_boosting,39.86
2025-04-29,Hartford,SKU-2002,Health,40,170,19.1,33.0,34.97,41.34,38.52,gradient_boosting,38.52
2025-04-30,Hartford,SKU-2002,Health,36,186,18.76,36.0,39.54,39.68,40.21,gradient_boosting,40.21
2025-03-02,Hartford,SKU-3001,Electronics,10,70,78.86,11.0,14.84,10.02,10.45,gradient_boosting,10.45
2025-03-03,Hartford,SKU-3001,Electronics,11,38,79.05,7.0,1.58,7.81,8.11,gradient_boosting,8.11
2025-03-04,Hartford,SKU-3001,Electronics,6,58,80.7,7.0,5.52,7.82,8.18,gradient_boosting,8.18
2025-03-05,Hartford,SKU-3001,Electronics,10,39,81.1,6.0,8.81,7.48,8.18,gradient_boosting,8.18
2025-03-06,Hartford,SKU-3001,Electronics,6,58,79.57,10.0,9.83,7.64,8.45,gradient_boosting,8.45
2025-03-07,Hartford,SKU-3001,Electronics,7,40,79.52,8.0,10.59,10.72,10.72,gradient_boosting,10.72
2025-03-08,Hartford,SKU-3001,Electronics,10,24,79.7,12.0,13.8,10.29,10.45,gradient_boosting,10.45
2025-03-09,Hartford,SKU-3001,Electronics,5,44,81.27,10.0,16.93,10.29,10.45,gradient_boosting,10.45
2025-03-10,Hartford,SKU-3001,Electronics,12,30,72.52,11.0,13.62,8.44,11.0,gradient_boosting,11.0
2025-03-11,Hartford,SKU-3001,Electronics,9,57,80.72,6.0,4.05,7.95,8.24,gradient_boosting,8.24
2025-03-12,Hartford,SKU-3001,Electronics,6,54,82.21,10.0,8.61,7.27,8.38,gradient_boosting,8.38
2025-03-13,Hartford,SKU-3001,Electronics,7,50,81.6,6.0,9.76,7.6,8.11,gradient_boosting,8.11
2025-03-14,Hartford,SKU-3001,Electronics,12,38,80.94,7.0,12.16,10.46,10.45,gradient_boosting,10.45
2025-03-15,Hartford,SKU-3001,Electronics,13,54,72.32,10.0,23.83,12.1,12.91,gradient_boosting,12.91
2025-03-16,Hartford,SKU-3001,Electronics,14,58,81.14,5.0,14.56,10.72,10.24,gradient_boosting,10.24
2025-03-17,Hartford,SKU-3001,Electronics,6,52,80.4,12.0,6.04,7.77,8.45,gradient_boosting,8.45
2025-03-18,Hartford,SKU-3001,Electronics,8,50,79.35,9.0,4.82,7.62,8.45,gradient_boosting,8.45
2025-03-19,Hartford,SKU-3001,Electronics,5,47,78.96,6.0,5.46,7.73,8.19,gradient_boosting,8.19
2025-03-20,Hartford,SKU-3001,Electronics,14,56,72.0,7.0,16.97,8.85,11.0,gradient_boosting,11.0
2025-03-21,Hartford,SKU-3001,Electronics,9,39,82.05,12.0,10.38,9.87,10.33,gradient_boosting,10.33
2025-03-22,Hartford,SKU-3001,Electronics,8,82,80.07,13.0,13.51,10.08,10.72,gradient_boosting,10.72
2025-03-23,Hartford,SKU-3001,Electronics,13,19,79.18,14.0,14.5,10.81,11.28,gradient_boosting,11.28
2025-03-24,Hartford,SKU-3001,Electronics,7,15,80.49,6.0,6.44,7.44,8.18,gradient_boosting,8.18
2025-03-25,Hartford,SKU-3001,Electronics,12,21,81.97,8.0,7.65,7.13,8.11,gradient_boosting,8.11
2025-03-26,Hartford,SKU-3001,Electronics,7,54,81.12,5.0,6.22,7.68,8.05,gradient_boosting,8.05
2025-03-27,Hartford,SKU-3001,Electronics,10,65,80.01,14.0,8.3,7.74,8.96,gradient_boosting,8.96
2025-03-28,Hartford,SKU-3001,Electronics,9,79,77.87,9.0,8.3,10.6,10.95,gradient_boosting,10.95
2025-03-29,Hartford,SKU-3001,Electronics,10,32,78.55,8.0,13.34,10.68,10.95,gradient_boosting,10.95
2025-03-30,Hartford,SKU-3001,Electronics,12,55,82.6,13.0,18.28,11.45,10.89,gradient_boosting,10.89
2025-03-31,Hartford,SKU-3001,Electronics,11,42,79.68,7.0,3.02,7.91,8.38,gradient_boosting,8.38
2025-04-01,Hartford,SKU-3001,Electronics,12,60,80.79,12.0,5.68,7.96,8.38,gradient_boosting,8.38
2025-04-02,Hartford,SKU-3001,Electronics,6,65,79.24,7.0,5.49,8.12,8.82,gradient_boosting,8.82
2025-04-03,Hartford,SKU-3001,Electronics,11,80,80.82,10.0,10.08,8.06,8.82,gradient_boosting,8.82
2025-04-04,Hartford,SKU-3001,Electronics,10,45,81.44,9.0,12.07,10.67,11.4,gradient_boosting,11.4
2025-04-05,Hartford,SKU-3001,Electronics,8,71,78.75,10.0,11.04,10.97,11.21,gradient_boosting,11.21
2025-04-06,Hartford,SKU-3001,Electronics,14,39,79.37,12.0,14.57,10.53,11.21,gradient_boosting,11.21
2025-04-07,Hartford,SKU-3001,Electronics,6,88,80.21,11.0,3.2,8.7,8.82,gradient_boosting,8.82
2025-04-08,Hartford,SKU-3001,Electronics,8,45,79.2,12.0,4.45,8.31,8.49,gradient_boosting,8.49
2025-04-09,Hartford,SKU-3001,Electronics,15,34,70.62,6.0,14.37,10.29,11.71,gradient_boosting,11.71
2025-04-10,Hartford,SKU-3001,Electronics,11,28,78.79,11.0,6.99,9.5,8.61,gradient_boosting,8.61
2025-04-11,Hartford,SKU-3001,Electronics,12,44,79.33,10.0,11.02,10.87,11.69,gradient_boosting,11.69
2025-04-12,Hartford,SKU-3001,Electronics,12,35,80.12,8.0,13.55,11.07,11.69,gradient_boosting,11.69
2025-04-13,Hartford,SKU-3001,Electronics,12,62,80.26,14.0,17.28,10.46,12.52,gradient_boosting,12.52
2025-04-14,Hartford,SKU-3001,Electronics,9,53,79.23,6.0,3.68,9.77,8.82,gradient_boosting,8.82
2025-04-15,Hartford,SKU-3001,Electronics,10,61,81.98,8.0,7.89,8.07,8.82,gradient_boosting,8.82
2025-04-16,Hartford,SKU-3001,Electronics,7,88,80.01,15.0,6.47,11.06,9.4,gradient_boosting,9.4
2025-04-17,Hartford,SKU-3001,Electronics,12,50,80.8,11.0,10.57,8.65,8.82,gradient_boosting,8.82
2025-04-18,Hartford,SKU-3001,Electronics,11,69,79.83,12.0,8.91,11.15,11.36,gradient_boosting,11.36
2025-04-19,Hartford,SKU-3001,Electronics,10,30,79.55,12.0,12.94,11.39,11.51,gradient_boosting,11.51
2025-04-20,Hartford,SKU-3001,Electronics,11,28,79.27,12.0,15.88,11.02,11.69,gradient_boosting,11.69
2025-04-21,Hartford,SKU-3001,Electronics,13,65,81.67,9.0,4.42,8.87,8.82,gradient_boosting,8.82
2025-04-22,Hartford,SKU-3001,Electronics,10,58,79.38,10.0,4.58,9.23,9.28,gradient_boosting,9.28
2025-04-23,Hartford,SKU-3001,Electronics,8,50,82.4,7.0,9.19,7.41,8.42,gradient_boosting,8.42
2025-04-24,Hartford,SKU-3001,Electronics,8,62,81.39,12.0,11.35,9.28,9.52,gradient_boosting,9.52
2025-04-25,Hartford,SKU-3001,Electronics,13,52,80.77,11.0,12.59,10.81,11.69,gradient_boosting,11.69
2025-04-26,Hartford,SKU-3001,Electronics,7,63,81.17,10.0,16.11,11.49,12.39,gradient_boosting,12.39
2025-04-27,Hartford,SKU-3001,Electronics,11,46,80.74,11.0,16.59,10.99,11.69,gradient_boosting,11.69
2025-04-28,Hartford,SKU-3001,Electronics,7,57,79.08,13.0,3.99,9.08,8.82,gradient_boosting,8.82
2025-04-29,Hartford,SKU-3001,Electronics,10,52,78.36,10.0,3.98,8.89,8.63,gradient_boosting,8.63
2025-04-30,Hartford,SKU-3001,Electronics,12,48,79.5,8.0,6.46,8.62,8.82,gradient_boosting,8.82
2025-03-02,Hartford,SKU-3002,Electronics,5,25,128.25,8.0,11.55,7.93,8.23,gradient_boosting,8.23
2025-03-03,Hartford,SKU-3002,Electronics,4,37,127.52,3.0,0.0,5.89,5.87,gradient_boosting,5.87
2025-03-04,Hartford,SKU-3002,Electronics,7,49,128.84,9.0,2.3,5.36,6.13,gradient_boosting,6.13
2025-03-05,Hartford,SKU-3002,Electronics,9,31,128.28,5.0,3.19,5.74,6.13,gradient_boosting,6.13
