date,store,sku,category,price,promotion,holiday,weather_index,units_sold,inventory_on_hand,revenue
2024-07-09,Providence,SKU-3001,Electronics,79.87,0,0,0.296,3,49,239.61
2024-07-10,Providence,SKU-3001,Electronics,79.59,0,0,0.188,5,72,397.95
2024-07-11,Providence,SKU-3001,Electronics,80.06,0,0,0.442,4,81,320.24
2024-07-12,Providence,SKU-3001,Electronics,83.1,0,0,0.329,5,46,415.5
2024-07-13,Providence,SKU-3001,Electronics,79.65,0,0,0.305,6,76,477.9
2024-07-14,Providence,SKU-3001,Electronics,69.97,1,0,0.271,13,68,909.61
2024-07-15,Providence,SKU-3001,Electronics,82.34,0,0,0.401,6,44,494.04
2024-07-16,Providence,SKU-3001,Electronics,78.2,0,0,0.196,8,33,625.6
2024-07-17,Providence,SKU-3001,Electronics,82.07,0,0,0.357,3,77,246.21
2024-07-18,Providence,SKU-3001,Electronics,79.59,0,0,0.291,6,59,477.54
2024-07-19,Providence,SKU-3001,Electronics,79.29,0,0,0.482,7,51,555.03
2024-07-20,Providence,SKU-3001,Electronics,81.68,0,0,0.259,9,52,735.12
2024-07-21,Providence,SKU-3001,Electronics,79.57,0,0,0.394,6,61,477.42
2024-07-22,Providence,SKU-3001,Electronics,80.32,0,0,0.164,8,50,642.56
2024-07-23,Providence,SKU-3001,Electronics,79.38,0,0,0.478,5,57,396.9
2024-07-24,Providence,SKU-3001,Electronics,81.06,0,0,0.399,11,49,891.66
2024-07-25,Providence,SKU-3001,Electronics,81.76,0,0,0.38,6,50,490.56
2024-07-26,Providence,SKU-3001,Electronics,80.56,0,0,0.376,8,61,644.48
2024-07-27,Providence,SKU-3001,Electronics,78.14,0,0,0.749,10,71,781.4
2024-07-28,Providence,SKU-3001,Electronics,79.01,0,0,0.227,6,79,474.06
2024-07-29,Providence,SKU-3001,Electronics,79.61,0,0,0.474,4,60,318.44
2024-07-30,Providence,SKU-3001,Electronics,80.29,0,0,0.304,5,39,401.45
2024-07-31,Providence,SKU-3001,Electronics,80.97,0,0,0.216,6,69,485.82
2024-08-01,Providence,SKU-3001,Electronics,81.97,0,0,0.447,2,70,163.94
2024-08-02,Providence,SKU-3001,Electronics,79.16,0,0,0.373,6,57,474.96
2024-08-03,Providence,SKU-3001,Electronics,70.72,1,0,0.437,9,27,636.48
2024-08-04,Providence,SKU-3001,Electronics,80.18,0,0,0.469,8,74,641.44
2024-08-05,Providence,SKU-3001,Electronics,80.14,0,0,0.437,6,74,480.84
2024-08-06,Providence,SKU-3001,Electronics,79.22,0,0,0.37,4,41,316.88
2024-08-07,Providence,SKU-3001,Electronics,82.37,0,0,0.296,9,64,741.33
2024-08-08,Providence,SKU-3001,Electronics,80.0,0,0,0.601,9,59,720.0
2024-08-09,Providence,SKU-3001,Electronics,78.97,0,0,0.527,10,60,789.7
2024-08-10,Providence,SKU-3001,Electronics,78.82,0,0,0.379,8,44,630.56
2024-08-11,Providence,SKU-3001,Electronics,81.69,0,0,0.602,7,49,571.83
2024-08-12,Providence,SKU-3001,Electronics,71.4,1,0,0.36,8,49,571.2
2024-08-13,Providence,SKU-3001,Electronics,79.61,0,0,0.319,7,28,557.27
2024-08-14,Providence,SKU-3001,Electronics,80.72,0,0,0.458,4,42,322.88
2024-08-15,Providence,SKU-3001,Electronics,80.83,0,0,0.301,7,18,565.81
2024-08-16,Providence,SKU-3001,Electronics,79.78,0,0,0.271,6,9,478.68
2024-08-17,Providence,SKU-3001,Electronics,79.29,0,0,0.315,2,34,158.58
2024-08-18,Providence,SKU-3001,Electronics,78.43,0,0,0.295,7,34,549.01
2024-08-19,Providence,SKU-3001,Electronics,80.68,0,0,0.441,7,29,564.76
2024-08-20,Providence,SKU-3001,Electronics,79.89,0,0,0.345,4,9,319.56
2024-08-21,Providence,SKU-3001,Electronics,70.39,1,0,0.427,6,50,422.34
2024-08-22,Providence,SKU-3001,Electronics,79.03,0,0,0.238,8,51,632.24
2024-08-23,Providence,SKU-3001,Electronics,79.19,0,0,0.314,7,28,554.33
2024-08-24,Providence,SKU-3001,Electronics,81.02,0,0,0.436,8,31,648.16
2024-08-25,Providence,SKU-3001,Electronics,78.58,0,0,0.366,2,33,157.16
2024-08-26,Providence,SKU-3001,Electronics,79.57,0,0,0.262,3,61,238.71
2024-08-27,Providence,SKU-3001,Electronics,79.77,0,0,0.378,2,53,159.54
2024-08-28,Providence,SKU-3001,Electronics,79.41,0,0,0.411,8,56,635.28
2024-08-29,Providence,SKU-3001,Electronics,81.29,0,0,0.299,5,53,406.45
2024-08-30,Providence,SKU-3001,Electronics,80.14,0,0,0.477,6,71,480.84
2024-08-31,Providence,SKU-3001,Electronics,80.15,0,0,0.458,5,59,400.75
2024-09-01,Providence,SKU-3001,Electronics,80.56,0,0,0.224,6,59,483.36
2024-09-02,Providence,SKU-3001,Electronics,80.07,0,0,0.276,6,45,480.42
2024-09-03,Providence,SKU-3001,Electronics,78.58,0,0,0.257,8,51,628.64
2024-09-04,Providence,SKU-3001,Electronics,71.54,1,0,0.454,8,58,572.32
2024-09-05,Providence,SKU-3001,Electronics,79.01,0,0,0.345,10,79,790.1
2024-09-06,Providence,SKU-3001,Electronics,79.18,0,0,0.278,5,82,395.9
2024-09-07,Providence,SKU-3001,Electronics,72.83,1,0,0.178,8,38,582.64
2024-09-08,Providence,SKU-3001,Electronics,79.22,0,0,0.406,7,55,554.54
2024-09-09,Providence,SKU-3001,Electronics,80.81,0,0,0.355,4,44,323.24
2024-09-10,Providence,SKU-3001,Electronics,79.91,0,0,0.243,7,47,559.37
2024-09-11,Providence,SKU-3001,Electronics,81.53,0,0,0.311,8,36,652.24
2024-09-12,Providence,SKU-3001,Electronics,80.19,0,0,0.656,5,61,400.95
2024-09-13,Providence,SKU-3001,Electronics,78.02,0,0,0.289,8,32,624.16
2024-09-14,Providence,SKU-3001,Electronics,82.41,0,0,0.511,7,75,576.87
2024-09-15,Providence,SKU-3001,Electronics,78.62,0,0,0.318,6,60,471.72
2024-09-16,Providence,SKU-3001,Electronics,80.02,0,0,0.454,8,58,640.16
2024-09-17,Providence,SKU-3001,Electronics,80.81,0,0,0.285,7,74,565.67
2024-09-18,Providence,SKU-3001,Electronics,81.54,0,0,0.513,1,46,81.54
2024-09-19,Providence,SKU-3001,Electronics,80.49,0,0,0.069,5,70,402.45
2024-09-20,Providence,SKU-3001,Electronics,80.46,0,0,0.35,4,56,321.84
2024-09-21,Providence,SKU-3001,Electronics,72.74,1,0,0.406,10,51,727.4
2024-09-22,Providence,SKU-3001,Electronics,80.14,0,0,0.457,4,87,320.56
2024-09-23,Providence,SKU-3001,Electronics,81.17,0,0,0.364,3,75,243.51
2024-09-24,Providence,SKU-3001,Electronics,79.25,0,0,0.607,5,83,396.25
2024-09-25,Providence,SKU-3001,Electronics,80.96,0,0,0.482,7,46,566.72
2024-09-26,Providence,SKU-3001,Electronics,79.14,0,0,0.473,5,61,395.7
2024-09-27,Providence,SKU-3001,Electronics,79.68,0,0,0.423,6,82,478.08
2024-09-28,Providence,SKU-3001,Electronics,79.07,0,0,0.309,10,40,790.7
2024-09-29,Providence,SKU-3001,Electronics,79.62,0,0,0.289,5,48,398.1
2024-09-30,Providence,SKU-3001,Electronics,79.98,0,0,0.349,5,68,399.9
2024-10-01,Providence,SKU-3001,Electronics,78.46,0,0,0.554,5,58,392.3
2024-10-02,Providence,SKU-3001,Electronics,77.99,0,0,0.324,6,41,467.94
2024-10-03,Providence,SKU-3001,Electronics,79.53,0,0,0.376,5,72,397.65
2024-10-04,Providence,SKU-3001,Electronics,78.04,0,0,0.317,8,49,624.32
2024-10-05,Providence,SKU-3001,Electronics,81.88,0,0,0.547,9,50,736.92
2024-10-06,Providence,SKU-3001,Electronics,78.18,0,0,0.601,8,52,625.44
2024-10-07,Providence,SKU-3001,Electronics,77.78,0,0,0.547,2,56,155.56
2024-10-08,Providence,SKU-3001,Electronics,81.01,0,0,0.498,6,43,486.06
2024-10-09,Providence,SKU-3001,Electronics,81.86,0,0,0.263,4,36,327.44
2024-10-10,Providence,SKU-3001,Electronics,79.36,0,0,0.571,5,50,396.8
2024-10-11,Providence,SKU-3001,Electronics,81.08,0,0,0.299,5,64,405.4
2024-10-12,Providence,SKU-3001,Electronics,80.89,0,0,0.331,9,64,728.01
2024-10-13,Providence,SKU-3001,Electronics,79.33,0,0,0.46,6,39,475.98
2024-10-14,Providence,SKU-3001,Electronics,80.33,0,0,0.456,6,46,481.98
2024-10-15,Providence,SKU-3001,Electronics,79.68,0,0,0.75,7,52,557.76
2024-10-16,Providence,SKU-3001,Electronics,81.27,0,0,0.542,4,36,325.08
2024-10-17,Providence,SKU-3001,Electronics,79.88,0,0,0.534,5,70,399.4
2024-10-18,Providence,SKU-3001,Electronics,77.48,0,0,0.305,6,70,464.88
2024-10-19,Providence,SKU-3001,Electronics,71.33,1,0,0.221,10,41,713.3
2024-10-20,Providence,SKU-3001,Electronics,74.26,1,0,0.548,6,60,445.56
2024-10-21,Providence,SKU-3001,Electronics,81.0,0,0,0.559,6,57,486.0
2024-10-22,Providence,SKU-3001,Electronics,72.18,1,0,0.239,7,52,505.26
2024-10-23,Providence,SKU-3001,Electronics,79.62,0,0,0.698,6,71,477.72
2024-10-24,Providence,SKU-3001,Electronics,80.8,0,0,0.39,4,41,323.2
2024-10-25,Providence,SKU-3001,Electronics,81.11,0,0,0.662,10,25,811.1
2024-10-26,Providence,SKU-3001,Electronics,80.75,0,0,0.392,6,54,484.5
2024-10-27,Providence,SKU-3001,Electronics,78.48,0,0,0.478,9,50,706.32
2024-10-28,Providence,SKU-3001,Electronics,81.13,0,0,0.392,3,32,243.39
2024-10-29,Providence,SKU-3001,Electronics,79.7,0,0,0.338,6,51,478.2
2024-10-30,Providence,SKU-3001,Electronics,80.18,0,0,0.507,3,60,240.54
2024-10-31,Providence,SKU-3001,Electronics,73.49,1,0,0.228,5,81,367.45
2024-11-01,Providence,SKU-3001,Electronics,81.47,0,0,0.262,8,73,651.76
2024-11-02,Providence,SKU-3001,Electronics,80.23,0,0,0.232,8,44,641.84
2024-11-03,Providence,SKU-3001,Electronics,79.27,0,0,0.678,9,43,713.43
2024-11-04,Providence,SKU-3001,Electronics,79.55,0,0,0.461,5,42,397.75
2024-11-05,Providence,SKU-3001,Electronics,77.6,0,0,0.385,2,33,155.2
2024-11-06,Providence,SKU-3001,Electronics,71.71,1,0,0.349,5,61,358.55
2024-11-07,Providence,SKU-3001,Electronics,81.15,0,0,0.48,2,47,162.3
2024-11-08,Providence,SKU-3001,Electronics,78.72,0,0,0.521,12,41,944.64
2024-11-09,Providence,SKU-3001,Electronics,81.48,0,0,0.621,8,76,651.84
2024-11-10,Providence,SKU-3001,Electronics,82.04,0,0,0.595,2,66,164.08
2024-11-11,Providence,SKU-3001,Electronics,80.48,0,0,0.313,6,61,482.88
2024-11-12,Providence,SKU-3001,Electronics,81.78,0,0,0.575,5,75,408.9
2024-11-13,Providence,SKU-3001,Electronics,80.24,0,0,0.58,6,57,481.44
2024-11-14,Providence,SKU-3001,Electronics,81.38,0,0,0.516,2,55,162.76
2024-11-15,Providence,SKU-3001,Electronics,80.1,0,0,0.412,10,73,801.0
2024-11-16,Providence,SKU-3001,Electronics,79.95,0,0,0.622,6,58,479.7
2024-11-17,Providence,SKU-3001,Electronics,80.14,0,0,0.488,6,61,480.84
2024-11-18,Providence,SKU-3001,Electronics,79.59,0,0,0.452,4,50,318.36
2024-11-19,Providence,SKU-3001,Electronics,72.34,1,0,0.42,9,67,651.06
2024-11-20,Providence,SKU-3001,Electronics,80.38,0,0,0.531,6,54,482.28
2024-11-21,Providence,SKU-3001,Electronics,79.59,0,0,0.31,7,48,557.13
2024-11-22,Providence,SKU-3001,Electronics,79.57,0,0,0.679,7,61,556.99
2024-11-23,Providence,SKU-3001,Electronics,79.13,0,0,0.521,5,67,395.65
2024-11-24,Providence,SKU-3001,Electronics,79.37,0,0,0.57,4,22,317.48
2024-11-25,Providence,SKU-3001,Electronics,81.01,0,0,0.752,5,76,405.05
2024-11-26,Providence,SKU-3001,Electronics,79.44,0,0,0.285,5,85,397.2
2024-11-27,Providence,SKU-3001,Electronics,80.38,0,0,0.688,5,97,401.9
2024-11-28,Providence,SKU-3001,Electronics,80.9,0,0,0.491,5,74,404.5
2024-11-29,Providence,SKU-3001,Electronics,78.03,0,1,0.656,9,53,702.27
2024-11-30,Providence,SKU-3001,Electronics,79.28,0,0,0.552,6,90,475.68
2024-12-01,Providence,SKU-3001,Electronics,82.43,0,1,0.532,9,64,741.87
2024-12-02,Providence,SKU-3001,Electronics,79.3,0,1,0.612,7,52,555.1
2024-12-03,Providence,SKU-3001,Electronics,80.35,0,1,0.595,7,85,562.45
2024-12-04,Providence,SKU-3001,Electronics,77.7,0,1,0.421,6,57,466.2
2024-12-05,Providence,SKU-3001,Electronics,79.31,0,1,0.486,8,75,634.48
2024-12-06,Providence,SKU-3001,Electronics,69.93,1,1,0.422,10,73,699.3
2024-12-07,Providence,SKU-3001,Electronics,80.03,0,1,0.606,7,85,560.21
2024-12-08,Providence,SKU-3001,Electronics,79.51,0,1,0.658,11,75,874.61
2024-12-09,Providence,SKU-3001,Electronics,80.65,0,1,0.725,7,51,564.55
2024-12-10,Providence,SKU-3001,Electronics,81.87,0,1,0.635,7,16,573.09
2024-12-11,Providence,SKU-3001,Electronics,78.67,0,1,0.711,4,48,314.68
2024-12-12,Providence,SKU-3001,Electronics,79.26,0,1,0.671,7,67,554.82
2024-12-13,Providence,SKU-3001,Electronics,77.95,0,1,0.592,9,55,701.55
2024-12-14,Providence,SKU-3001,Electronics,80.01,0,1,0.512,8,86,640.08
2024-12-15,Providence,SKU-3001,Electronics,78.74,0,1,0.542,7,61,551.18
2024-12-16,Providence,SKU-3001,Electronics,79.55,0,1,0.533,7,70,556.85
2024-12-17,Providence,SKU-3001,Electronics,81.65,0,1,0.609,6,68,489.9
2024-12-18,Providence,SKU-3001,Electronics,78.74,0,1,0.409,7,39,551.18
2024-12-19,Providence,SKU-3001,Electronics,82.21,0,1,0.647,9,61,739.89
2024-12-20,Providence,SKU-3001,Electronics,81.94,0,1,0.513,12,63,983.28
2024-12-21,Providence,SKU-3001,Electronics,74.29,1,1,0.826,10,41,742.9
2024-12-22,Providence,SKU-3001,Electronics,81.43,0,1,0.733,6,64,488.58
2024-12-23,Providence,SKU-3001,Electronics,80.29,0,1,0.791,9,45,722.61
2024-12-24,Providence,SKU-3001,Electronics,79.92,0,1,0.596,4,55,319.68
2024-12-25,Providence,SKU-3001,Electronics,79.96,0,1,0.645,8,39,639.68
2024-12-26,Providence,SKU-3001,Electronics,81.59,0,1,0.537,6,90,489.54
2024-12-27,Providence,SKU-3001,Electronics,81.27,0,1,0.779,6,46,487.62
2024-12-28,Providence,SKU-3001,Electronics,79.08,0,1,0.6,10,60,790.8
2024-12-29,Providence,SKU-3001,Electronics,79.35,0,1,0.688,12,50,952.2
2024-12-30,Providence,SKU-3001,Electronics,82.23,0,1,0.683,9,56,740.07
2024-12-31,Providence,SKU-3001,Electronics,77.41,0,1,0.817,7,57,541.87
2025-01-01,Providence,SKU-3001,Electronics,81.26,0,0,0.876,5,68,406.3
2025-01-02,Providence,SKU-3001,Electronics,82.21,0,0,0.615,9,61,739.89
2025-01-03,Providence,SKU-3001,Electronics,80.34,0,0,0.66,11,75,883.74
2025-01-04,Providence,SKU-3001,Electronics,80.64,0,0,0.62,9,59,725.76
2025-01-05,Providence,SKU-3001,Electronics,80.3,0,0,0.757,7,81,562.1
2025-01-06,Providence,SKU-3001,Electronics,80.58,0,0,0.817,8,55,644.64
2025-01-07,Providence,SKU-3001,Electronics,82.29,0,0,0.812,5,95,411.45
2025-01-08,Providence,SKU-3001,Electronics,79.15,0,0,0.908,7,44,554.05
2025-01-09,Providence,SKU-3001,Electronics,79.62,0,0,0.645,5,59,398.1
2025-01-10,Providence,SKU-3001,Electronics,78.0,0,0,0.724,9,62,702.0
2025-01-11,Providence,SKU-3001,Electronics,81.19,0,0,1.0,14,17,1136.66
2025-01-12,Providence,SKU-3001,Electronics,80.6,0,0,0.681,9,47,725.4
2025-01-13,Providence,SKU-3001,Electronics,79.75,0,0,0.794,5,51,398.75
2025-01-14,Providence,SKU-3001,Electronics,81.33,0,0,0.584,4,61,325.32
2025-01-15,Providence,SKU-3001,Electronics,81.6,0,0,0.927,5,80,408.0
2025-01-16,Providence,SKU-3001,Electronics,81.28,0,0,0.595,8,38,650.24
2025-01-17,Providence,SKU-3001,Electronics,79.73,0,0,0.919,8,87,637.84
2025-01-18,Providence,SKU-3001,Electronics,78.04,0,0,0.667,7,82,546.28
2025-01-19,Providence,SKU-3001,Electronics,78.42,0,0,0.581,10,69,784.2
2025-01-20,Providence,SKU-3001,Electronics,80.85,0,0,0.569,7,58,565.95
2025-01-21,Providence,SKU-3001,Electronics,80.11,0,0,0.766,4,67,320.44
2025-01-22,Providence,SKU-3001,Electronics,80.71,0,0,0.694,8,53,645.68
2025-01-23,Providence,SKU-3001,Electronics,70.23,1,0,0.743,7,50,491.61
2025-01-24,Providence,SKU-3001,Electronics,80.6,0,0,0.717,7,79,564.2
2025-01-25,Providence,SKU-3001,Electronics,81.69,0,0,0.88,9,46,735.21
2025-01-26,Providence,SKU-3001,Electronics,73.17,1,0,0.756,3,72,219.51
2025-01-27,Providence,SKU-3001,Electronics,81.18,0,0,0.79,5,76,405.9
2025-01-28,Providence,SKU-3001,Electronics,79.8,0,0,0.617,7,78,558.6
2025-01-29,Providence,SKU-3001,Electronics,77.96,0,0,0.557,7,55,545.72
2025-01-30,Providence,SKU-3001,Electronics,81.74,0,0,0.947,7,61,572.18
2025-01-31,Providence,SKU-3001,Electronics,74.79,1,0,0.606,9,39,673.11
2025-02-01,Providence,SKU-3001,Electronics,79.34,0,0,0.617,11,55,872.74
2025-02-02,Providence,SKU-3001,Electronics,80.6,0,0,0.757,7,50,564.2
2025-02-03,Providence,SKU-3001,Electronics,80.9,0,0,0.841,8,53,647.2
2025-02-04,Providence,SKU-3001,Electronics,81.66,0,0,0.897,6,62,489.96
2025-02-05,Providence,SKU-3001,Electronics,78.64,0,0,0.568,6,50,471.84
2025-02-06,Providence,SKU-3001,Electronics,79.43,0,0,0.743,6,77,476.58
2025-02-07,Providence,SKU-3001,Electronics,79.15,0,0,0.803,8,48,633.2
2025-02-08,Providence,SKU-3001,Electronics,79.78,0,0,0.823,10,86,797.8
2025-02-09,Providence,SKU-3001,Electronics,79.62,0,0,0.602,7,44,557.34
2025-02-10,Providence,SKU-3001,Electronics,81.91,0,0,0.771,6,61,491.46
2025-02-11,Providence,SKU-3001,Electronics,81.52,0,0,0.713,3,50,244.56
2025-02-12,Providence,SKU-3001,Electronics,78.29,0,0,1.0,4,55,313.16
2025-02-13,Providence,SKU-3001,Electronics,79.45,0,0,0.805,9,47,715.05
2025-02-14,Providence,SKU-3001,Electronics,80.6,0,0,0.758,9,57,725.4
2025-02-15,Providence,SKU-3001,Electronics,81.27,0,0,0.997,9,53,731.43
2025-02-16,Providence,SKU-3001,Electronics,80.91,0,0,0.782,8,72,647.28
2025-02-17,Providence,SKU-3001,Electronics,80.41,0,0,0.758,9,69,723.69
2025-02-18,Providence,SKU-3001,Electronics,79.99,0,0,0.773,8,58,639.92
2025-02-19,Providence,SKU-3001,Electronics,79.18,0,0,1.0,8,39,633.44
2025-02-20,Providence,SKU-3001,Electronics,79.57,0,0,0.551,5,64,397.85
2025-02-21,Providence,SKU-3001,Electronics,80.63,0,0,0.703,7,49,564.41
2025-02-22,Providence,SKU-3001,Electronics,71.12,1,0,0.666,12,45,853.44
2025-02-23,Providence,SKU-3001,Electronics,80.43,0,0,0.739,8,41,643.44
2025-02-24,Providence,SKU-3001,Electronics,80.11,0,0,0.926,8,55,640.88
2025-02-25,Providence,SKU-3001,Electronics,80.04,0,0,0.885,5,59,400.2
2025-02-26,Providence,SKU-3001,Electronics,79.55,0,0,0.524,2,91,159.1
2025-02-27,Providence,SKU-3001,Electronics,80.41,0,0,0.615,6,43,482.46
2025-02-28,Providence,SKU-3001,Electronics,78.07,0,0,0.851,7,62,546.49
2025-03-01,Providence,SKU-3001,Electronics,79.63,0,0,0.744,8,74,637.04
2025-03-02,Providence,SKU-3001,Electronics,77.41,0,0,0.675,9,61,696.69
2025-03-03,Providence,SKU-3001,Electronics,81.56,0,0,0.66,4,39,326.24
2025-03-04,Providence,SKU-3001,Electronics,80.28,0,0,0.609,4,81,321.12
2025-03-05,Providence,SKU-3001,Electronics,79.36,0,0,0.901,8,71,634.88
2025-03-06,Providence,SKU-3001,Electronics,80.47,0,0,0.659,7,47,563.29
2025-03-07,Providence,SKU-3001,Electronics,80.68,0,0,0.762,8,63,645.44
2025-03-08,Providence,SKU-3001,Electronics,80.64,0,0,0.794,8,43,645.12
2025-03-09,Providence,SKU-3001,Electronics,81.82,0,0,0.761,9,42,736.38
2025-03-10,Providence,SKU-3001,Electronics,79.21,0,0,0.814,8,13,633.68
2025-03-11,Providence,SKU-3001,Electronics,79.58,0,0,0.74,3,14,238.74
2025-03-12,Providence,SKU-3001,Electronics,76.12,0,0,0.618,3,54,228.36
2025-03-13,Providence,SKU-3001,Electronics,79.86,0,0,0.819,7,49,559.02
2025-03-14,Providence,SKU-3001,Electronics,80.34,0,0,0.701,8,68,642.72
2025-03-15,Providence,SKU-3001,Electronics,73.32,1,0,0.591,14,62,1026.48
2025-03-16,Providence,SKU-3001,Electronics,79.21,0,0,0.719,8,54,633.68
2025-03-17,Providence,SKU-3001,Electronics,78.64,0,0,0.586,8,57,629.12
2025-03-18,Providence,SKU-3001,Electronics,80.97,0,0,0.638,6,51,485.82
2025-03-19,Providence,SKU-3001,Electronics,81.17,0,0,0.715,8,67,649.36
2025-03-20,Providence,SKU-3001,Electronics,72.63,1,0,0.768,7,45,508.41
2025-03-21,Providence,SKU-3001,Electronics,78.22,0,0,0.79,10,36,782.2
2025-03-22,Providence,SKU-3001,Electronics,80.21,0,0,0.577,6,63,481.26
2025-03-23,Providence,SKU-3001,Electronics,79.6,0,0,0.691,10,74,796.0
2025-03-24,Providence,SKU-3001,Electronics,76.98,0,0,0.871,3,96,230.94
2025-03-25,Providence,SKU-3001,Electronics,81.29,0,0,0.65,6,43,487.74
2025-03-26,Providence,SKU-3001,Electronics,79.01,0,0,0.765,5,51,395.05
2025-03-27,Providence,SKU-3001,Electronics,79.4,0,0,0.883,7,52,555.8
2025-03-28,Providence,SKU-3001,Electronics,78.75,0,0,0.748,10,24,787.5
2025-03-29,Providence,SKU-3001,Electronics,79.03,0,0,0.56,10,33,790.3
2025-03-30,Providence,SKU-3001,Electronics,81.94,0,0,0.594,9,75,737.46
2025-03-31,Providence,SKU-3001,Electronics,81.3,0,0,0.625,5,35,406.5
2025-04-01,Providence,SKU-3001,Electronics,81.26,0,0,0.657,4,19,325.04
2025-04-02,Providence,SKU-3001,Electronics,80.15,0,0,0.721,4,46,320.6
2025-04-03,Providence,SKU-3001,Electronics,71.17,1,0,0.538,8,49,569.36
2025-04-04,Providence,SKU-3001,Electronics,78.56,0,0,0.676,10,33,785.6
2025-04-05,Providence,SKU-3001,Electronics,80.16,0,0,0.586,8,26,641.28
2025-04-06,Providence,SKU-3001,Electronics,78.91,0,0,0.912,11,29,868.01
2025-04-07,Providence,SKU-3001,Electronics,81.88,0,0,0.784,10,53,818.8
2025-04-08,Providence,SKU-3001,Electronics,80.41,0,0,0.651,7,84,562.87
2025-04-09,Providence,SKU-3001,Electronics,78.08,0,0,0.995,6,67,468.48
2025-04-10,Providence,SKU-3001,Electronics,80.97,0,0,0.775,6,48,485.82
2025-04-11,Providence,SKU-3001,Electronics,81.66,0,0,0.752,9,66,734.94
2025-04-12,Providence,SKU-3001,Electronics,80.34,0,0,0.799,9,75,723.06
2025-04-13,Providence,SKU-3001,Electronics,79.82,0,0,0.712,8,79,638.56
2025-04-14,Providence,SKU-3001,Electronics,80.87,0,0,0.623,6,56,485.22
2025-04-15,Providence,SKU-3001,Electronics,70.84,1,0,0.796,9,72,637.56
2025-04-16,Providence,SKU-3001,Electronics,81.33,0,0,0.569,8,46,650.64
2025-04-17,Providence,SKU-3001,Electronics,79.65,0,0,0.719,7,37,557.55
2025-04-18,Providence,SKU-3001,Electronics,80.38,0,0,0.552,10,84,803.8
2025-04-19,Providence,SKU-3001,Electronics,83.17,0,0,0.426,9,35,748.53
2025-04-20,Providence,SKU-3001,Electronics,77.51,0,0,0.635,11,38,852.61
2025-04-21,Providence,SKU-3001,Electronics,79.58,0,0,0.571,5,66,397.9
2025-04-22,Providence,SKU-3001,Electronics,78.88,0,0,0.657,5,60,394.4
2025-04-23,Providence,SKU-3001,Electronics,78.53,0,0,0.685,7,56,549.71
2025-04-24,Providence,SKU-3001,Electronics,80.03,0,0,0.628,11,68,880.33
2025-04-25,Providence,SKU-3001,Electronics,80.54,0,0,0.511,11,53,885.94
2025-04-26,Providence,SKU-3001,Electronics,78.83,0,0,0.756,10,58,788.3
2025-04-27,Providence,SKU-3001,Electronics,79.94,0,0,0.545,5,33,399.7
2025-04-28,Providence,SKU-3001,Electronics,80.34,0,0,0.721,7,77,562.38
2025-04-29,Providence,SKU-3001,Electronics,79.93,0,0,0.752,7,58,559.51
2025-04-30,Providence,SKU-3001,Electronics,81.3,0,0,0.369,10,63,813.0
2024-01-01,Providence,SKU-3002,Electronics,120.32,1,0,0.836,5,38,601.6
2024-01-02,Providence,SKU-3002,Electronics,115.81,1,0,0.66,8,37,926.48
2024-01-03,Providence,SKU-3002,Electronics,130.24,0,0,0.58,4,23,520.96
2024-01-04,Providence,SKU-3002,Electronics,130.08,0,0,0.633,7,35,910.56
2024-01-05,Providence,SKU-3002,Electronics,132.77,0,0,0.651,6,47,796.62
2024-01-06,Providence,SKU-3002,Electronics,129.35,0,0,0.659,7,49,905.45
2024-01-07,Providence,SKU-3002,Electronics,115.4,1,0,0.78,4,48,461.6
2024-01-08,Providence,SKU-3002,Electronics,133.04,0,0,0.507,7,38,931.28
2024-01-09,Providence,SKU-3002,Electronics,131.89,0,0,0.633,2,22,263.78
2024-01-10,Providence,SKU-3002,Electronics,127.53,0,0,0.719,1,29,127.53
2024-01-11,Providence,SKU-3002,Electronics,129.24,0,0,0.691,3,37,387.72
2024-01-12,Providence,SKU-3002,Electronics,128.8,0,0,0.603,7,44,901.6
2024-01-13,Providence,SKU-3002,Electronics,129.68,0,0,0.951,3,38,389.04
2024-01-14,Providence,SKU-3002,Electronics,129.1,0,0,0.833,6,44,774.6
2024-01-15,Providence,SKU-3002,Electronics,133.08,0,0,0.856,9,49,1197.72
2024-01-16,Providence,SKU-3002,Electronics,131.38,0,0,0.928,2,44,262.76
2024-01-17,Providence,SKU-3002,Electronics,129.57,0,0,0.757,1,48,129.57
2024-01-18,Providence,SKU-3002,Electronics,133.79,0,0,0.655,5,39,668.95
2024-01-19,Providence,SKU-3002,Electronics,130.11,0,0,0.635,9,33,1170.99
2024-01-20,Providence,SKU-3002,Electronics,127.56,0,0,0.489,5,37,637.8
2024-01-21,Providence,SKU-3002,Electronics,131.13,0,0,0.599,7,50,917.91
2024-01-22,Providence,SKU-3002,Electronics,127.52,0,0,0.834,8,42,1020.16
2024-01-23,Providence,SKU-3002,Electronics,129.17,0,0,0.666,5,37,645.85
2024-01-24,Providence,SKU-3002,Electronics,128.31,0,0,0.65,3,37,384.93
2024-01-25,Providence,SKU-3002,Electronics,131.62,0,0,0.726,1,42,131.62
2024-01-26,Providence,SKU-3002,Electronics,126.86,0,0,0.759,4,38,507.44
2024-01-27,Providence,SKU-3002,Electronics,129.87,0,0,0.806,4,39,519.48
2024-01-28,Providence,SKU-3002,Electronics,128.96,0,0,0.682,7,23,902.72
